개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
동물병원,267-7582,충청북도 청주시 서원구 개신동 623,"충청북도 청주시 서원구 복대로 40, 2층 (개신동)",28608,한샘동물병원,239760.0037,346717.6531
동물병원,,경상북도 구미시 선산읍 독동리 493-4,"경상북도 구미시 선산읍 조남로 194-20, 1층",39108,선산동물병원,319040.5078,305100.3432
동물병원,055-921-5959,경상남도 진주시 가좌동 2068-1 신진주역세권 줌테라스,"경상남도 진주시 개양로 112, 신진주역세권 줌테라스 1층 103호 (가좌동)",52860,해뜨는 동물병원,301820.6514,184497.756
동물병원,02-2135-1350,"경기도 하남시 감이동 440-2 퀸즈에비뉴 ,2층 217,218,219호","경기도 하남시 감일백제로180번길 17, 퀸즈에비뉴 2층 217,218,219호 (감이동)",12999,다정한 동물병원,213621.0072,445226.5545
동물병원,,경상북도 구미시 선산읍 화조리 188,경상북도 구미시 선산읍 조남로 164,39108,대경동물병원,318597.9044,304858.3728
동물병원,041-631-8657,충청남도 홍성군 홍북읍 용산리 372,충청남도 홍성군 홍북읍 내용길 617-58,32278,PNH 동물병원,173206.3023,349080.3064
동물병원,312337975,경기도 수원시 권선구 세류동 1258-3 메디컬플라자,"경기도 수원시 권선구 효원로94번길 14, 메디컬플라자 1층 103,104호 (세류동)",16459,은쌤동물병원,200950.9667,418237.7523
동물병원,02-419-5959,서울특별시 송파구 석촌동 24-11 석촌호수 나인파크 A,"서울특별시 송파구 송파대로49길 52, 석촌호수 나인파크 A 1층 101호 (석촌동)",5611,석촌호수동물병원,208681.4022,444879.0567
동물병원,061-749-8715,전라남도 순천시 조곡동 131-5,"전라남도 순천시 역전길 50, 순천시 반려동물 문화센터 2층 (조곡동)",57964,순천시 반려유기동물 공공진료소,245361.5178,161203.1189
동물병원,,경기도 여주시 하거동 646-1,경기도 여주시 북벌로 66 (하거동),12658,다란동물병원,256092.8936,415249.3662
동물병원,02-6952-3676,서울특별시 강서구 가양동 1458 가양골프장,"서울특별시 강서구 강서로 506, 가양골프장 A동 102,103호 (가양동)",7529,보타닉동물병원,185983.8367,452051.6029
동물병원,,충청남도 예산군 오가면 역탑리 86-43 3동,"충청남도 예산군 오가면 충서로 552-47, 3동",32425,도원동물병원(출장전문),,
동물병원,,충청북도 청주시 서원구 수곡동 775 한마음2차 10동 106호,"충청북도 청주시 서원구 수곡로 98, 한마음2차 10동 106호 (수곡동)",28686,웜벳동물병원,242118.0223,346716.1238
동물병원,032-721-7595,인천광역시 연수구 송도동 21-53 301-3호,"인천광역시 연수구 해돋이로 160-4, 301,302,303호 (송도동)",22002,아인동물의료센터,168600.8611,432566.6508
동물병원,,경기도 파주시 다율동 1044-8 203호,"경기도 파주시 청암로 75, 상상메디컬프라자 2층 203호 (다율동)",10865,서울하이동물의료센터,,
동물병원,,전라남도 영암군 영암읍 서남리 69-1,전라남도 영암군 영암읍 서남역로 22,58415,건강한동물병원,172036.3323,144604.2205
동물병원,041-585-7575,충청남도 천안시 서북구 직산읍 삼은리 76-118,"충청남도 천안시 서북구 직산읍 봉주로 17, 삼은리 빌딩 1층 102호",31037,늘봄 동물병원,213166.6076,375077.3447
동물병원,02-457-4545,서울특별시 광진구 구의동 68-37,서울특별시 광진구 광나루로 507 (구의동),4976,광진동물의료센터,207526.5902,449223.7496
동물병원,,강원특별자치도 횡성군 횡성읍 읍하리 92,강원특별자치도 횡성군 횡성읍 문정로 9-1,25233,소나무동물병원(출장전문),287029.1174,443589.4984
동물병원,426362947,대전광역시 동구 용전동 13-5,대전광역시 동구 한밭대로 1249 (용전동),34539,동물진료법인피케이동물병원,239076.7349,317387.4178
동물병원,,경상남도 합천군 합천읍 합천리 550,"경상남도 합천군 합천읍 동서로 51-1, 1층",50232,합천동물병원,304922.2377,230341.6492
동물병원,054-873-1195,경상북도 청송군 진보면 각산리 226,경상북도 청송군 진보면 진보로 264,37404,청송영양축협 동물병원(출장진료전문),384382.3802,338739.3514
동물병원,,경상북도 구미시 선산읍 독동리 493-4,경상북도 구미시 선산읍 조남로 194-20,39108,이로운동물병원,319040.5078,305100.3432
동물병원,031-466-0075,경기도 안양시 만안구 안양동 695-94,경기도 안양시 만안구 안양로 347 (안양동),14006,안양동물병원,,
동물병원,,전라남도 함평군 함평읍 내교리 401,"전라남도 함평군 함평읍 광남길 14, 101호",57155,수현동물병원,155815.8597,173969.3726
동물병원,031-781-2992,경기도 성남시 분당구 서현동 272-5 수의과학회관,경기도 성남시 분당구 황새울로319번길 8-6 (서현동),13590,해마루 동물병원,210654.9866,431519.9705
동물병원,070-8660-0936,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 지하1, 지상4층 (면목동)",2140,로얄동물외과수술센터,207017.8153,453914.6398
동물병원,,경기도 파주시 조리읍 봉일천리 181-7,경기도 파주시 조리읍 내산길 9,10938,반려동물병원,182800.509,471656.6507
동물병원,,전라남도 강진군 강진읍 동성리 282-1 103호,"전라남도 강진군 강진읍 향교로 82, 103호",59222,정이동물병원,179091.8306,127577.2304
동물병원,041-953-8977,충청남도 서천군 서천읍 사곡리 275 서천축협 2층,"충청남도 서천군 서천읍 서천로 160, 서천축협 2층",33639,서천축협동물병원,171786.4216,286874.3836
동물병원,,경기도 수원시 권선구 권선동 1022-7,"경기도 수원시 권선구 권선로 715, 2층 일부호 (권선동)",16571,YJ Animal Clinic,202556.9374,417421.9359
동물병원,,전라남도 화순군 능주면 잠정리 152-1 102호,"전라남도 화순군 능주면 죽수길 43, 102호",58153,국동물병원,196207.3214,165374.5379
동물병원,055-648-8456,경상남도 통영시 광도면 죽림리 1580-15 골프의모든것,"경상남도 통영시 광도면 죽림1로 79, 골프의모든것",53016,통영숲동물의료센터,329901.7028,154033.9421
동물병원,053-639-6366,대구광역시 달서구 상인동 240-9번지,대구광역시 달서구 월곡로 249 (상인동),42786,가람동물병원,339051.3909,258493.3668
동물병원,053-652-7582,대구광역시 달서구 상인동 188-4번지,대구광역시 달서구 월배로39길 4-1 (상인동),42781,제이엘동물병원,338600.9335,258682.0984
동물병원,053-653-5549,대구광역시 달서구 두류동 487-25번지,대구광역시 달서구 달구벌대로 1736 (두류동),42646,광장동물병원,340408.7186,262955.0098
동물병원,053-562-1132,대구광역시 달서구 감삼동 105-1,대구광역시 달서구 달구벌대로 1658 (감삼동),42642,용산종합동물병원,339717.0356,262613.9175
동물병원,053-584-2757,대구광역시 달서구 이곡동 541-9번지,대구광역시 달서구 달구벌대로 1220 (이곡동),42703,온누리동물병원,335505.8188,262290.5016
동물병원,"582-3363,562-1729",대구광역시 달서구 이곡동 1000-125번지,대구광역시 달서구 달구벌대로 1328 (이곡동),42696,문종합동물병원,336561.1777,262206.6314
동물병원,053-652-0815,대구광역시 달서구 송현동 56-1번지 나동 2층,"대구광역시 달서구 구마로 218, 2층 (송현동)",42736,세림종합동물병원,340112.7269,260737.6098
동물병원,581-7535,대구광역시 달서구 이곡동 538-3,대구광역시 달서구 달구벌대로 1223 (이곡동),42612,미르동물병원,335541.0651,262361.3595
동물병원,,대구광역시 동구 효목동 80-7번지,대구광역시 동구 아양로 246 (효목동),,박순복동물병원,347999.8257,266424.897
동물병원,,대구광역시 동구 신기동 179-5번지,대구광역시 동구 반야월로 140 (신기동),41110,이스턴24시동물병원,353801.8563,264973.5831
동물병원,965-7975,대구광역시 동구 신서동 520-1번지 이마트 2층,"대구광역시 동구 안심로 389-2 (신서동, 이마트 2층)",41084,쿨펫동물병원,355939.3623,264777.2436
동물병원,536072754,대구광역시 동구 율하동 1117 롯데마트 4층 동물병원,"대구광역시 동구 안심로 80 (율하동,롯데마트 4층 동물병원)",,쿨펫동물병원,352868.5366,264480.5655
동물병원,053-963-0775,대구광역시 동구 신서동 713 1층,"대구광역시 동구 안심로 389, 1층 (신서동)",41083,앨리스동물병원,355865.6115,264626.115
동물병원,053-585-1119,대구광역시 달서구 이곡동 1248-5,대구광역시 달서구 이곡공원로 36 (이곡동),42620,성서종합동물병원,336449.9875,262695.8269
동물병원,053-641-1050,대구광역시 달서구 월성동 1832번지,대구광역시 달서구 조암로 42 (월성동),42753,오 동물병원,337759.139,259353.8044
동물병원,622-7585,대구광역시 달서구 성당동 211-3번지,대구광역시 달서구 성당로 21 (성당동),42680,두류동물병원,340738.8038,261033.0261
동물병원,744-5757,대구광역시 동구 방촌동 1118-120번지,대구광역시 동구 화랑로 413 (방촌동),41164,킴스동물병원,350675.1445,265368.4466
동물병원,983-2069,대구광역시 동구 검사동 957-41번지,대구광역시 동구 동촌로 154 (검사동),41157,변수의과의원,349614.2679,266132.4377
동물병원,959-0121,대구광역시 동구 효목동 64-6번지,대구광역시 동구 아양로 216 (효목동),,21세기종합동물병원,347722.3753,266318.7678
동물병원,942-0805,대구광역시 동구 신암동 1293-3,"대구광역시 동구 신암로 70, 2층 (신암동)",41205,동대구동물의료센터,345153.9698,265348.2079
동물병원,782-0210,대구광역시 동구 신천동 137-4번지,대구광역시 동구 동대구로 425 (신천동),,대경동물병원,346772.2003,264355.5343
동물병원,944-8575,대구광역시 동구 방촌동 1118-109,대구광역시 동구 화랑로 429 (방촌동),41165,이끌림동물병원,350843.0613,265334.038
동물병원,426-7011,대구광역시 동구 신천동 538-22번지,"대구광역시 동구 동부로 34, 2층 (신천동)",41264,대구동물병원,345909.7883,264966.5449
동물병원,964-7588,대구광역시 동구 율하동 1292번지,"대구광역시 동구 율하서로 54, 101,102호 (율하동)",41108,율하동물병원,352654.3187,264066.456
동물병원,053-526-8234,대구광역시 달서구 본동 821-1번지,"대구광역시 달서구 구마로 136, 1층 (본동)",42734,박물관옆동물병원,339291.289,260743.6357
동물병원,053-651-1101,대구광역시 달서구 송현동 798-244 1층,"대구광역시 달서구 월배로 330-1, 1층 (송현동)",42824,25시종합동물병원,339718.2355,259405.6588
동물병원,592-5930,대구광역시 달서구 용산동 499-1번지,대구광역시 달서구 선원로 262 (용산동),42617,헬로우동물병원,337345.8128,263103.5922
동물병원,638-8275,대구광역시 달서구 상인동 255-2번지,대구광역시 달서구 월배로 182 (상인동),42787,어진종합동물병원,338561.6534,258559.7138
동물병원,,대구광역시 동구 봉무동 1520-1번지 106호,"대구광역시 동구 팔공로 320-1, 1층 106호 (봉무동)",41020,이시아동물병원,348119.8381,270920.4076
동물병원,952-7227,대구광역시 동구 신암동 799-1번지,대구광역시 동구 아양로 17 (신암동),41196,열린동물병원,345859.6314,265809.6496
동물병원,053-962-3264,대구광역시 동구 각산동 1035-6,"대구광역시 동구 경안로 847, 1층 107~109호 (각산동)",41065,봄이온동물병원,354683.3412,265567.5422
동물병원,752-7535,대구광역시 수성구 수성동2가 60-1번지 4호,"대구광역시 수성구 명덕로 421, 4호 (수성동2가)",,허동물병원,345939.1231,262812.7212
동물병원,763-8855,대구광역시 수성구 중동 400-10번지,대구광역시 수성구 수성로 151 (중동),,수성동물병원,345567.7426,261085.7257
동물병원,053-638-1558,대구광역시 달서구 진천동 595-26,대구광역시 달서구 월배로 79 (진천동),42760,초록동물병원,337587.8554,258174.133
동물병원,764-7582,대구광역시 수성구 상동 279-2,대구광역시 수성구 수성로 85 (상동),,올펫 동물병원,345516.4336,260438.539
동물병원,792-0788,대구광역시 수성구 신매동 183,대구광역시 수성구 달구벌대로 3258 (신매동),42277,다원 동물병원,354632.2857,261119.6202
동물병원,755-8355,대구광역시 수성구 만촌동 950-1,대구광역시 수성구 국채보상로 1006 (만촌동),,수성 메트로 동물병원,348081.2983,264089.2056
동물병원,053-639-0788,대구광역시 달서구 진천동 576-1번지,대구광역시 달서구 월배로 93 (진천동),42784,위드동물병원,337743.9881,258214.0569
동물병원,053-721-7585,대구광역시 달서구 진천동 657-1,대구광역시 달서구 월배로 48 (진천동),42770,두남자동물병원,337310.245,258055.9111
동물병원,053-631-5575,대구광역시 달서구 상인동 1595-3,대구광역시 달서구 조암남로 9 (상인동),42780,하나동물병원,338360.9422,259103.1345
동물병원,053-636-8272,대구광역시 달서구 도원동 1436-9번지,대구광역시 달서구 한실로 99 (도원동),42833,이룸동물병원,338919.9668,257406.5448
동물병원,053-633-1175,대구광역시 달서구 진천동 574-1번지,"대구광역시 달서구 진천로 78, 2층 (진천동)",42784,애플동물병원,337643.3537,258327.4785
동물병원,053-557-7582,대구광역시 달서구 본리동 62-6번지,대구광역시 달서구 장기로 207 (본리동),42674,라파동물병원,338847.9666,261439.1881
동물병원,053-563-7585,대구광역시 달서구 감삼동 140-32,"대구광역시 달서구 달구벌대로 1580, VIP빌딩 1,2,3층 (감삼동)",42642,죽전동물메디컬센터,339032.202,262260.2085
동물병원,053-565-7175,대구광역시 달서구 감삼동 171-4번지,대구광역시 달서구 와룡로 156 (감삼동),42652,미소동물병원,338834.0754,261793.8685
동물병원,053-631-9966,대구광역시 달서구 대곡동 964번지,대구광역시 달서구 비슬로 2746 (대곡동),42765,24시프라임동물병원,336899.4654,257736.0284
동물병원,536310209,대구광역시 달서구 대곡동 7-6,대구광역시 달서구 비슬로 2692 (대곡동),42769,이솝동물병원,336426.7326,257483.2682
동물병원,053-638-7585,대구광역시 달서구 월성동 1811 그루메디컬 105호,"대구광역시 달서구 조암로 4, 105호 (월성동, 그루메디컬)",42752,앨리스in동물병원,338114.2953,259533.4922
동물병원,053-567-8275,대구광역시 달서구 장기동 566-4번지,대구광역시 달서구 용산로 52 (장기동),42690,본리종합동물병원,338237.897,261308.0056
동물병원,053-634-7582,대구광역시 달서구 상인동 54-6,"대구광역시 달서구 월곡로 330-1, 1,2,3층 (상인동)",42749,본 동물메디컬센터 외과동물병원,338578.0013,259111.0577
동물병원,053-633-8811,대구광역시 달서구 진천동 508번지 진천역 대성스키이렉스 상가1층 401동 127호,"대구광역시 달서구 월배로 80, 401동 1층 127호 (진천동, 진천역 대성스카이렉스 상가)",42773,해맑은동물병원,337646.4648,258084.5215
동물병원,053-555-7585,대구광역시 달서구 두류동 472-11,대구광역시 달서구 두류공원로 267 (두류동),42647,한마음종합동물병원,340628.2168,262980.5479
동물병원,053-637-7501,대구광역시 달서구 상인동 1439-1,"대구광역시 달서구 월배로 166, 1, 2, 5층 (상인동)",42788,탑스동물메디컬센터,338403.6301,258465.723
동물병원,053-581-7582,대구광역시 달서구 이곡동 1238-6번지,대구광역시 달서구 이곡공원로 19 (이곡동),42619,이곡종합동물병원,336289.8392,262745.8389
동물병원,053-291-3336,대구광역시 북구 침산동 241-1,대구광역시 북구 침산로 116 (침산동),,아프리카 동물병원,343652.7411,266304.4694
동물병원,053-941-0553,대구광역시 북구 대현동 229-19,대구광역시 북구 대현로 27 (대현동),,북부동물병원,344723.1824,266253.209
동물병원,053-475-00799,대구광역시 북구 복현동 209-1,대구광역시 북구 공항로 12 (복현동),41526,준 동물병원,345891.3233,267577.4967
동물병원,341-1155,대구광역시 북구 침산동 269-10 명성푸르지오 101동 A1호,"대구광역시 북구 침산로 153, 101동 1층 A1호 (침산동, 명성푸르지오)",41559,라라(Lara) 동물병원,343538.5631,266594.6065
동물병원,053-357-7588,대구광역시 북구 태전동 1068,대구광역시 북구 칠곡중앙대로 373 (태전동),41452,태전동물병원,339580.3315,270978.8417
동물병원,053-312-7553,대구광역시 북구 구암동 765-2 동재빌딩 101호,"대구광역시 북구 학정로 440, 101호 (구암동, 동재빌딩)",41424,키다리동물병원,341072.1288,272624.3254
동물병원,053-383-0075,대구광역시 북구 산격동 1838,"대구광역시 북구 동북로 131, 105동 108,9호 (산격동, 양우내안에아파트 상가)",41519,올리브동물병원,345111.3219,268011.4706
동물병원,053-958-0075,대구광역시 북구 서변동 1746-9,대구광역시 북구 서변로 65-1 (서변동),41477,가온동물병원,344020.9245,270198.0591
동물병원,352-5630,대구광역시 북구 노원동2가 290-3,대구광역시 북구 팔달로41길 12 (노원동2가),41558,경북가축병원,341995.3859,266487.1882
동물병원,053-311-8275,대구광역시 북구 태전동 415-1 102호,"대구광역시 북구 칠곡중앙대로 301, 102호 (태전동)",,칠곡종합동물병원,339514.1035,270241.4875
동물병원,054-432-2292,경상북도 김천시 황금동 17-12번지,경상북도 김천시 양금로 249 (황금동),,가람가축병원,301117.0907,291238.1792
동물병원,054-434-6961,경상북도 김천시 성내동 181-6번지,경상북도 김천시 자산로 104 (성내동),39588,두산동물병원,300834.528,291708.3526
동물병원,054-434-6455,경상북도 김천시 평화동 245-12번지,경상북도 김천시 김천로 65 (평화동),39598,삼양가축병원,299880.6767,292314.9901
동물병원,054-439-0118,경상북도 김천시 평화동,경상북도 김천시 구름다리2길 33 (평화동),39585,우정 팜 크리닉,300533.2907,292288.0036
동물병원,054-430-8275,경상북도 김천시 남산동 12-3번지,경상북도 김천시 김천로 188 (남산동),39596,가야동물병원,300847.8724,291565.044
동물병원,054-435-8575,경상북도 김천시 부곡동 1504,경상북도 김천시 부곡맛고을1길 87 (부곡동),,지수동물병원,298375.2666,292073.6232
동물병원,054-435-7533,경상북도 김천시 황금동 167-30,"경상북도 김천시 양금로 195, 2층 (황금동)",39616,녹십자동물병원,301004.4795,290719.5582
동물병원,,경상북도 김천시 부곡동 395-3   번지,,,금오산낙협동물병원,,
동물병원,054-433-3130,경상북도 김천시 대광동 1088번지,경상북도 김천시 공단1길 164 (대광동),,금오산낙농축협동물병원,302245.5637,294870.5264
동물병원,054-433-7582,경상북도 김천시 성내동 10-23번지,경상북도 김천시 자산로 184 (성내동),39583,미래동물병원,300595.9857,292365.3026
동물병원,054-436-7577,경상북도 김천시 신음동 1313 대신휴먼시아,"경상북도 김천시 시청로 95, 휴먼시아A동 상가2층 (신음동, 대신휴먼시아)",39546,김천연합동물병원,300374.4693,293506.0861
동물병원,,경상북도 안동시 풍천면 구담리 488-2번지,경상북도 안동시 풍천면 구담배나들길 33-3,36760,구담가축병원,331200.1332,338888.4572
동물병원,,경상북도 안동시 금곡동 124-1번지 0통0반,경상북도 안동시 제비원로 172 (금곡동),36690,경북가축병원,353943.6294,342107.5544
동물병원,853-8008,경상북도 안동시 옥야동 340-49번지,경상북도 안동시 제비원로 118 (옥야동),,서울종합동물병원,354001.8509,341561.8637
동물병원,841-0025,경상북도 안동시 당북동 333-120번지,"경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)",36674,보경종합동물병원,353940.4769,341550.4013
동물병원,852-7582,경상북도 안동시 옥동 796-1번지,경상북도 안동시 옥동1길 2 (옥동),36663,안동제1 동물병원,352071.4981,341053.1551
동물병원,054-840-8251,경상북도 안동시 도산면 동부리 76,경상북도 안동시 도산면 퇴계로 2150-44,36605,경상북도 야생동물 구조관리센터,363148.4728,357671.9662
동물병원,054-858-5120,경상북도 안동시 풍산읍 하리리 242-8,경상북도 안동시 풍산읍 풍산태사로 1077-2,36621,풍산동물병원,340964.368,342915.1995
동물병원,,경상북도 안동시 정하동 371-4번지,"경상북도 안동시 운동장길 10, 106호 (정하동)",36747,BAC 바른동물병원,353971.5315,340273.5436
동물병원,054-858-2233,경상북도 안동시 노하동 773-90,경상북도 안동시 제봉길 36 (노하동),36623,대구가축병원,351528.2491,341468.11
동물병원,054-853-6676,경상북도 안동시 당북동 311-7번지,경상북도 안동시 제비원로 135 (당북동),36671,연합가축병원,353947.2616,341726.3039
동물병원,054-853-6675,경상북도 안동시 당북동 333-93번지,경상북도 안동시 제비원로 109 (당북동),36674,황동물병원,353952.364,341477.8731
동물병원,855-7100,경상북도 안동시 안기동 235-17번지,경상북도 안동시 제비원로 289-1 (안기동),,보우종합동물병원,353637.286,343172.6568
동물병원,858-8530,경상북도 안동시 광석동 20-4번지 안동봉화축협,"경상북도 안동시 제비원로 152, 안동봉화축협 (광석동)",36697,안동봉화축협동물병원,354009.0855,341897.559
동물병원,054-858-8575,경상북도 안동시 송현동 419-1번지,경상북도 안동시 경북대로 555 (송현동),36632,영민동물병원,351878.7336,343233.2676
동물병원,054-858-7553,경상북도 안동시 명륜동 328-4번지,경상북도 안동시 퇴계로 127 (명륜동),,신세계동물병원,354883.3928,342246.6446
동물병원,032-815-7582,인천광역시 연수구 송도동 23-4 더샵센트럴파크2차상가 C동 128호,"인천광역시 연수구 센트럴로 194, C동 128호 (송도동, 더샵센트럴파크2차상가)",22003,Central 동물병원,168141.7087,432551.8997
동물병원,904-2345,경기도 고양시 일산서구 주엽동 110-2번지 가람상가 208호,"경기도 고양시 일산서구 중앙로 1443, 가람상가 208호 (주엽동)",10387,반딧불 동물병원,178734.0352,463140.2118
동물병원,,충청남도 공주시 의당면 유계리 28,충청남도 공주시 의당면 의당전의로 463,32517,금강동물병원,215811.8169,335664.5692
동물병원,,충청남도 공주시 금흥동 35-3 현대아파트 404동 102호,충청남도 공주시 장기로 139-4 (금흥동),32567,한국동물병원,213812.1009,331274.678
동물병원,,충청남도 아산시 영인면 신봉리 100,"충청남도 아산시 영인면 윤보선로 132, (2호)",31422,수동물병원,200017.8546,376221.2704
동물병원,,충청남도 아산시 용화동 1581번지,충청남도 아산시 용화고길79번길 21 (용화동),31578,아산동물의료센터,200963.2578,363668.8991
동물병원,,충청남도 아산시 둔포면 둔포리 445-7번지,충청남도 아산시 둔포면 충무로 1779,31403,수안동물병원(출장진료전문),203052.6733,380980.4842
동물병원,,충청남도 아산시 모종동 580-3 신정아파트 상가 30호,"충청남도 아산시 번영로216번길 36, 30호 (모종동, 신정아파트)",31521,선동물병원(출장진료전문),201129.6018,364440.3585
동물병원,041-549-2222,충청남도 아산시 온천동 1353 명종합동물병원,"충청남도 아산시 번영로 83, 명종합동물병원 (온천동)",31508,명동물병원,199924.0515,365060.1386
동물병원,,충청남도 아산시 모종동 580-3번지 신정아파트상가 20호,"충청남도 아산시 번영로216번길 36, 1층 20호 (모종동, 신정아파트)",31521,안 수의과병원,201129.6018,364440.3585
동물병원,,충청남도 아산시 배방읍 공수리 151-36번지,충청남도 아산시 배방읍 모산로126번길 6,31484,숲속동물병원,204973.996,363637.1956
동물병원,,충청남도 홍성군 홍성읍 옥암리 36번지,충청남도 홍성군 홍성읍 내포로136번길 10,32248,우사랑동물병원,169098.6191,343910.5994
동물병원,416310970,충청남도 홍성군 홍성읍 남장리 214-14번지,충청남도 홍성군 홍성읍 충서로 1222-5,32244,임만수 동물병원,169219.4801,342744.9087
동물병원,416333715,충청남도 홍성군 홍성읍 고암리 948,"충청남도 홍성군 홍성읍 조양로 203, 1, 2층",32220,대산 동물병원,170615.061,344414.4778
동물병원,,충청남도 홍성군 홍북읍 신경리 587,충청남도 홍성군 홍북읍 청사로 146,32256,닥터차 동물병원,171259.7743,350693.7752
동물병원,534-7582,충청남도 아산시 온천동 80-5번지,충청남도 아산시 온천대로 1525 (온천동),,가나동물병원,200582.9657,364396.1728
동물병원,041-544-7744,충청남도 아산시 염치읍 방현리 296-1번지,충청남도 아산시 염치읍 충무로 471-30,31446,아산축산업협동조합(동물병원),200564.8283,368747.9528
동물병원,041-533-3548,충청남도 아산시 둔포면 둔포리 396-1번지,충청남도 아산시 둔포면 둔포로 33,,중부벳동물병원,203369.624,380671.6822
동물병원,,충청남도 아산시 둔포면 둔포리 445-7번지,충청남도 아산시 둔포면 충무로 1779,31403,건국동물병원(출장진료전문),203052.6733,380980.4842
동물병원,401-0275,경기도 안산시 단원구 초지동 734-6번지 한미타워 110호,"경기도 안산시 단원구 초지2로 67, 한미타워 110호 (초지동)",15448,닥터K동물병원,183620.2664,422745.2608
동물병원,549-2222,충청남도 아산시 둔포면 둔포리 414-14번지 414-14,충청남도 아산시 둔포면 둔포면로  12-8,,이동물병원,203268.6639,380691.7401
동물병원,545-6796,충청남도 아산시 권곡동 537-10번지,충청남도 아산시 청운로 159 (권곡동),31515,김광수동물병원,200727.0422,365202.3225
동물병원,544-8556,충청남도 아산시 모종동 580-3번지,충청남도 아산시 번영로216번길 36 (모종동),,정강동물병원,201129.6018,364440.3585
동물병원,041-541-1222,충청남도 아산시 온천동 1791번지,충청남도 아산시 번영로 133 (온천동),,온양동물병원,200429.481,364988.6009
동물병원,041-541-0275,충청남도 아산시 배방읍 북수리 1213번지,충청남도 아산시 배방읍 북수서로 32,,배방동물병원,206160.6631,363542.1627
동물병원,041-547-0275,충청남도 아산시 용화동 575번지,충청남도 아산시 중앙로 10 (용화동),31573,주앤동물병원,200148.3463,363838.7025
동물병원,,충청남도 아산시 둔포면 둔포리 451-2번지,충청남도 아산시 둔포면 둔포면로17번길 18,31403,한원동물병원,203128.153,380861.996
동물병원,415453334,충청남도 아산시 온천동 1437번지,충청남도 아산시 시민로 467-41 (온천동),31508,충무가축병원,199657.4479,365372.675
동물병원,,충청남도 홍성군 홍성읍 월산리 836-3번지,충청남도 홍성군 홍성읍 월산로50번길 3,32226,내포동물병원,168363.2036,344214.133
동물병원,9530460,충청남도 서천군 서천읍 군사리 179-22번지 서천가축병원,"충청남도 서천군 서천읍 서천로14번길 25, 서천가축병원",33645,서천가축병원,172653.4369,286234.0377
동물병원,,충청남도 서천군 서천읍 군사리 862-10번지 서해동물병원,"충청남도 서천군 서천읍 충절로49번길 26, 서해동물병원",33642,서해동물병원,171913.0008,286247.4099
동물병원,041-951-1616,충청남도 서천군 한산면 지현리 243-2번지,충청남도 서천군 한산면 한마로 65,33624,최가축병원,182190.1772,287310.0565
동물병원,041-950-5875,충청남도 서천군 마서면 송내리 755,충청남도 서천군 마서면 금강로 1210,33657,국립생태원동물병원,175045.1391,281026.1957
동물병원,,충청남도 부여군 규암면 외리 217-16번지,"충청남도 부여군 규암면 계백로 10, 3층",33124,초원동물병원,189277.9973,308165.4404
동물병원,835-2198,충청남도 부여군 부여읍 구아리 141-3번지 3통,충청남도 부여군 부여읍 성왕로 202,33145,금강동물병원,191852.8962,309093.5146
동물병원,,충청남도 부여군 은산면 신대리 393-3번지 3통,충청남도 부여군 은산면 충의로 666-1,33113,서울동물병원,186728.5956,311959.6544
동물병원,,충청남도 부여군 부여읍 구아리 82-2번지,"충청남도 부여군 부여읍 나성로 108, 1동 1층",33139,부여동물병원,191765.0871,309263.5748
동물병원,835-3760,충청남도 부여군 부여읍 구아리 407-2번지 3통,충청남도 부여군 부여읍 성왕로 182,33144,백동물병원,191722.6629,308923.3052
동물병원,041-832-8321,충청남도 부여군 부여읍 동남리 546-6번지,충청남도 부여군 부여읍 부장대로 4,33153,한라동물병원,191453.8085,308408.7339
동물병원,041-833-8275,충청남도 부여군 부여읍 구아리 391,충청남도 부여군 부여읍 성왕로 190-1,33145,남부여동물병원,191779.168,308991.5493
동물병원,070-8826-5882,충청남도 부여군 규암면 규암리 117-5번지 금강타운 102호,충청남도 부여군 규암면 계백로 76,33124,심동물병원,189883.8742,308336.3187
동물병원,754-3058,충청남도 금산군 금산읍 중도리 337-3번지 6통5반,충청남도 금산군 금산읍 인삼로 89 (노아동물병원),32738,노아동물병원,244192.1615,289268.1378
동물병원,753-8128,충청남도 금산군 금산읍 상리 176-25번지 19통4반,충청남도 금산군 금산읍 오리정1길 45,32737,우신동물병원,243873.8346,289490.5597
동물병원,751-8880,충청남도 금산군 금산읍 상리 127-4번지,충청남도 금산군 금산읍 금산로 1444,32740,가믄장 동물병원,243923.5104,289236.8659
동물병원,,충청남도 당진시 읍내동 1252-1,충청남도 당진시 무수동로 109 (읍내동),,푸른가축병원,167555.483,376598.1209
동물병원,041-363-6288,충청남도 당진시 신평면 상오리 418-9,"충청남도 당진시 신평면 덕평로 1273, 1층 104호",31747,종합동물병원,178040.7343,374200.3285
동물병원,350-8700,충청남도 당진시 합덕읍 소소리 513-20,충청남도 당진시 합덕읍 남부로 1377,31809,당진낙협동물병원,176000.296,369882.7264
동물병원,,충청남도 당진시 읍내동 531-11번지,충청남도 당진시 당진중앙3로 89 (읍내동),31777,건국동물병원,166945.5879,376904.0012
